year,namelsad,tractpop,geoid,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2022,Census Tract 4402.01,6096.0,17031440201,440201,44,1.0,31341.0,0.1945055996936919,CHATHAM,82.32067029535114
2022,Census Tract 5401.01,4460.0,17031540101,540101,54,1.0,7817.0,0.5705513624152488,RIVERDALE,98.38949739579031
2022,Census Tract 8340,3274.0,17031834000,834000,49,1.0,37610.0,0.0870513161393246,ROSELAND,134.31370670490057
2022,Census Tract 8339,2696.0,17031833900,833900,46,1.0,30315.0,0.0889328715157512,SOUTH CHICAGO,93.2721849914544
2022,Census Tract 2210,2571.0,17031221000,221000,22,1.0,71220.0,0.0360994102780117,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2211,4542.0,17031221100,221100,22,1.0,71220.0,0.0637742207245155,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2428,1450.0,17031242800,242800,24,1.0,86514.0,0.0167602931317474,WEST TOWN,127.56290457232984
2022,Census Tract 2429,2032.0,17031242900,242900,24,1.0,86514.0,0.0234875280301454,WEST TOWN,127.56290457232984
2022,Census Tract 2430,2223.0,17031243000,243000,24,1.0,86514.0,0.0256952631943962,WEST TOWN,127.56290457232984
2022,Census Tract 2431,2159.0,17031243100,243100,24,1.0,86514.0,0.0249554985320294,WEST TOWN,127.56290457232984
2022,Census Tract 2432,2329.0,17031243200,243200,24,1.0,86514.0,0.0269204984164412,WEST TOWN,127.56290457232984
2022,Census Tract 2433,2285.0,17031243300,243300,24,1.0,86514.0,0.0264119102110641,WEST TOWN,127.56290457232984
2022,Census Tract 2434,2931.0,17031243400,243400,24,1.0,86514.0,0.0338789097718288,WEST TOWN,127.56290457232984
2022,Census Tract 714,4763.0,17031071400,71400,7,1.0,69099.0,0.0689300858188975,LINCOLN PARK,88.31640045539218
2022,Census Tract 1104,4501.0,17031110400,110400,11,1.0,27032.0,0.1665063628292394,JEFFERSON PARK,64.86816166921948
2022,Census Tract 1506,4223.0,17031150600,150600,15,1.0,64213.0,0.0657654991979817,PORTAGE PARK,110.19609711747748
2022,Census Tract 1507,4453.0,17031150700,150700,15,1.0,64213.0,0.0693473284225935,PORTAGE PARK,110.19609711747748
2022,Census Tract 1508,4668.0,17031150800,150800,15,1.0,64213.0,0.0726955600890785,PORTAGE PARK,110.19609711747748
2022,Census Tract 1511,5447.0,17031151100,151100,15,1.0,64213.0,0.0848270599411334,PORTAGE PARK,110.19609711747748
2022,Census Tract 1512,4057.0,17031151200,151200,15,1.0,64213.0,0.0631803528880444,PORTAGE PARK,110.19609711747748
2022,Census Tract 2415,2823.0,17031241500,241500,24,1.0,86514.0,0.0326305569040848,WEST TOWN,127.56290457232984
2022,Census Tract 2411,3650.0,17031241100,241100,24,1.0,86514.0,0.0421897034006056,WEST TOWN,127.56290457232984
2022,Census Tract 2416,3397.0,17031241600,241600,24,1.0,86514.0,0.0392653212196869,WEST TOWN,127.56290457232984
2022,Census Tract 2413,1888.0,17031241300,241300,24,1.0,86514.0,0.0218230575398201,WEST TOWN,127.56290457232984
2022,Census Tract 2414,5584.0,17031241400,241400,24,1.0,86514.0,0.0645444667915019,WEST TOWN,127.56290457232984
2022,Census Tract 2435,4567.0,17031243500,243500,24,1.0,86514.0,0.0527891439535797,WEST TOWN,127.56290457232984
2022,Census Tract 2502,3051.0,17031250200,250200,25,1.0,100120.0,0.0304734318817419,AUSTIN,199.25420338818205
2022,Census Tract 2503,4844.0,17031250300,250300,25,1.0,100120.0,0.048381941669996,AUSTIN,199.25420338818205
2022,Census Tract 2504,5513.0,17031250400,250400,25,1.0,100120.0,0.0550639232920495,AUSTIN,199.25420338818205
2022,Census Tract 2505,6903.0,17031250500,250500,25,1.0,100120.0,0.0689472632840591,AUSTIN,199.25420338818205
2022,Census Tract 715,5991.0,17031071500,71500,7,1.0,69099.0,0.0867016888811705,LINCOLN PARK,88.31640045539218
2022,Census Tract 718,2726.0,17031071800,71800,7,1.0,69099.0,0.0394506432799316,LINCOLN PARK,88.31640045539218
2022,Census Tract 801,6607.0,17031080100,80100,8,1.0,101208.0,0.0652814006797881,NEAR NORTH SIDE,76.67589595801923
2022,Census Tract 803,5836.0,17031080300,80300,8,1.0,101208.0,0.057663425816141,NEAR NORTH SIDE,76.67589595801923
2022,Census Tract 804,4888.0,17031080400,80400,8,1.0,101208.0,0.0482965773456643,NEAR NORTH SIDE,76.67589595801923
2022,Census Tract 1601,2757.0,17031160100,160100,16,1.0,53584.0,0.0514519259480441,IRVING PARK,89.61138229311392
2022,Census Tract 1602,3356.0,17031160200,160200,16,1.0,53584.0,0.0626306360107494,IRVING PARK,89.61138229311392
2022,Census Tract 1603,3685.0,17031160300,160300,16,1.0,53584.0,0.0687705285159749,IRVING PARK,89.61138229311392
2022,Census Tract 1604,5171.0,17031160400,160400,16,1.0,53584.0,0.0965026873693639,IRVING PARK,89.61138229311392
2022,Census Tract 1607,6265.0,17031160700,160700,16,1.0,53584.0,0.1169192296207823,IRVING PARK,89.61138229311392
2022,Census Tract 2213,3011.0,17031221300,221300,22,1.0,71220.0,0.0422774501544509,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2215,2767.0,17031221500,221500,22,1.0,71220.0,0.038851446222971,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2214,3083.0,17031221400,221400,22,1.0,71220.0,0.0432884021342319,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2506,4542.0,17031250600,250600,25,1.0,100120.0,0.0453655613264083,AUSTIN,199.25420338818205
2022,Census Tract 2507,6466.0,17031250700,250700,25,1.0,100120.0,0.0645825009988014,AUSTIN,199.25420338818205
2022,Census Tract 2508,2693.0,17031250800,250800,25,1.0,100120.0,0.0268977227327207,AUSTIN,199.25420338818205
2022,Census Tract 2510,1380.0,17031251000,251000,25,1.0,100120.0,0.0137834598481821,AUSTIN,199.25420338818205
2022,Census Tract 2511,4544.0,17031251100,251100,25,1.0,100120.0,0.0453855373551737,AUSTIN,199.25420338818205
2022,Census Tract 514,2535.0,17031051400,51400,5,1.0,35814.0,0.0707823756073044,NORTH CENTER,57.05416783863191
2022,Census Tract 601,3178.0,17031060100,60100,6,1.0,101739.0,0.0312367921839216,LAKE VIEW,87.21479925558447
2022,Census Tract 603,2821.0,17031060300,60300,6,1.0,101739.0,0.0277278133262564,LAKE VIEW,87.21479925558447
2022,Census Tract 608,5319.0,17031060800,60800,6,1.0,101739.0,0.0522808362574823,LAKE VIEW,87.21479925558447
2022,Census Tract 1608,5236.0,17031160800,160800,16,1.0,53584.0,0.0977157360406091,IRVING PARK,89.61138229311392
2022,Census Tract 3201.01,8705.0,17031320101,320101,32,1.0,41671.0,0.2088982745794437,LOOP,46.3355654497116
2022,Census Tract 3301.03,8471.0,17031330103,330103,33,1.0,28216.0,0.3002197334845478,NEAR SOUTH SIDE,49.769639444136615
2022,Census Tract 3806,4025.0,17031380600,380600,38,1.0,24813.0,0.162213355902148,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3301.02,9617.0,17031330102,330102,33,1.0,28216.0,0.3408349872412815,NEAR SOUTH SIDE,49.769639444136615
2022,Census Tract 3301.01,5011.0,17031330101,330101,33,1.0,28216.0,0.1775942727530479,NEAR SOUTH SIDE,49.769639444136615
2022,Census Tract 4608,4376.0,17031460800,460800,46,1.0,30315.0,0.1443509813623618,SOUTH CHICAGO,93.2721849914544
2022,Census Tract 6306,2746.0,17031630600,630600,63,1.0,34788.0,0.0789352650339197,GAGE PARK,61.28489610145672
2022,Census Tract 4902,2944.0,17031490200,490200,49,1.0,37610.0,0.0782770539750066,ROSELAND,134.31370670490057
2022,Census Tract 6122,3687.0,17031612200,612200,61,1.0,41048.0,0.0898216721886571,NEW CITY,134.6369632279751
2022,Census Tract 8447,1753.0,17031844700,844700,29,1.0,30409.0,0.0576474070176592,NORTH LAWNDALE,89.48742200680012
2022,Census Tract 8446,2275.0,17031844600,844600,38,1.0,24813.0,0.0916858098577358,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3201.02,5429.0,17031320102,320102,32,1.0,41671.0,0.130282450625135,LOOP,46.3355654497116
2022,Census Tract 2207.01,3077.0,17031220701,220701,22,1.0,71220.0,0.0432041561359168,LOGAN SQUARE,100.05756668057336
2022,Census Tract 633.02,4102.0,17031063302,63302,6,1.0,101739.0,0.0403188551096433,LAKE VIEW,87.21479925558447
2022,Census Tract 2522.01,3258.0,17031252201,252201,25,1.0,100120.0,0.0325409508589692,AUSTIN,199.25420338818205
2022,Census Tract 6603.02,4612.0,17031660302,660302,66,1.0,52464.0,0.0879078987496187,CHICAGO LAWN,98.27946509626284
2022,Census Tract 6603.01,1761.0,17031660301,660301,66,1.0,52464.0,0.0335658737419945,CHICAGO LAWN,98.27946509626284
2022,Census Tract 7302.02,3093.0,17031730202,730202,73,1.0,26456.0,0.1169110976716056,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 8356,749.0,17031835600,835600,37,1.0,2142.0,0.349673202614379,FULLER PARK,19.916704865338488
2022,Census Tract 8400,2651.0,17031840000,840000,60,1.0,33221.0,0.0797989223683814,BRIDGEPORT,58.29151926539481
2022,Census Tract 8364,3783.0,17031836400,836400,36,1.0,6977.0,0.5422101189623048,OAKLAND,16.913961037490527
2022,Census Tract 8361,1827.0,17031836100,836100,40,1.0,12366.0,0.1477438136826783,WASHINGTON PARK,42.37388147613499
2022,Census Tract 8346,1825.0,17031834600,834600,68,1.0,21378.0,0.0853681354663672,ENGLEWOOD,85.65232306609218
2022,Census Tract 8436,2966.0,17031843600,843600,38,1.0,24813.0,0.119534115181558,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 619.02,4938.0,17031061902,61902,6,1.0,101739.0,0.0485359596614867,LAKE VIEW,87.21479925558447
2022,Census Tract 301.02,3052.0,17031030102,30102,77,1.0,56099.0,0.0544038218150056,EDGEWATER,48.449990830225794
2022,Census Tract 301.03,2297.0,17031030103,30103,77,1.0,56099.0,0.0409454713987771,EDGEWATER,48.449990830225794
2022,Census Tract 307.06,2588.0,17031030706,30706,77,1.0,56099.0,0.0461327296386744,EDGEWATER,48.449990830225794
2022,Census Tract 306.01,3771.0,17031030601,30601,77,1.0,56099.0,0.0672204495623808,EDGEWATER,48.449990830225794
2022,Census Tract 812.02,3437.0,17031081202,81202,8,1.0,101208.0,0.033959766026401,NEAR NORTH SIDE,76.67589595801923
2022,Census Tract 633.03,1198.0,17031063303,63303,6,1.0,101739.0,0.0117752287716608,LAKE VIEW,87.21479925558447
2022,Census Tract 2209.01,3090.0,17031220901,220901,22,1.0,71220.0,0.0433866891322662,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2106.02,4362.0,17031210602,210602,21,1.0,36374.0,0.1199208225655688,AVONDALE,55.29059546222403
2022,Census Tract 2206.02,4316.0,17031220602,220602,22,1.0,71220.0,0.0606009547879809,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2206.01,1538.0,17031220601,220601,22,1.0,71220.0,0.0215950575680988,LOGAN SQUARE,100.05756668057336
2022,Census Tract 404.01,3431.0,17031040401,40401,4,1.0,42271.0,0.0811667573513756,LINCOLN SQUARE,71.35232822594875
2022,Census Tract 2522.02,4945.0,17031252202,252202,25,1.0,100120.0,0.0493907311226528,AUSTIN,199.25420338818205
2022,Census Tract 2521.02,7020.0,17031252102,252102,25,1.0,100120.0,0.0701158609668397,AUSTIN,199.25420338818205
2022,Census Tract 8363,1744.0,17031836300,836300,41,1.0,29559.0,0.0590006427822321,HYDE PARK,45.10538016450888
2022,Census Tract 8345,1572.0,17031834500,834500,40,1.0,12366.0,0.1271227559437166,WASHINGTON PARK,42.37388147613499
2022,Census Tract 8360,3022.0,17031836000,836000,38,1.0,24813.0,0.1217909966549792,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 8362,1709.0,17031836200,836200,41,1.0,29559.0,0.0578165702493318,HYDE PARK,45.10538016450888
2022,Census Tract 8344,4263.0,17031834400,834400,42,1.0,24645.0,0.1729762629336579,WOODLAWN,57.81517950095547
2022,Census Tract 8343,6186.0,17031834300,834300,45,1.0,9647.0,0.6412356172903493,AVALON PARK,34.852737729948345
2022,Census Tract 7103,1382.0,17031710300,710300,71,1.0,46468.0,0.0297408969613497,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 1609,2420.0,17031160900,160900,16,1.0,53584.0,0.0451627351448193,IRVING PARK,89.61138229311392
2022,Census Tract 1610,1986.0,17031161000,161000,16,1.0,53584.0,0.0370633024783517,IRVING PARK,89.61138229311392
2022,Census Tract 1611,2024.0,17031161100,161100,16,1.0,53584.0,0.0377724693938489,IRVING PARK,89.61138229311392
2022,Census Tract 1612,2873.0,17031161200,161200,16,1.0,53584.0,0.0536167512690355,IRVING PARK,89.61138229311392
2022,Census Tract 1613,3769.0,17031161300,161300,16,1.0,53584.0,0.0703381606449686,IRVING PARK,89.61138229311392
2022,Census Tract 1701,2030.0,17031170100,170100,17,1.0,42574.0,0.0476816836566918,DUNNING,103.5950011545707
2022,Census Tract 2216,3389.0,17031221600,221600,22,1.0,71220.0,0.047584948048301,LOGAN SQUARE,100.05756668057336
2022,Census Tract 2421,3817.0,17031242100,242100,24,1.0,86514.0,0.044120026816469,WEST TOWN,127.56290457232984
2022,Census Tract 2420,4378.0,17031242000,242000,24,1.0,86514.0,0.0506045264350278,WEST TOWN,127.56290457232984
2022,Census Tract 2512,3840.0,17031251200,251200,25,1.0,100120.0,0.0383539752297243,AUSTIN,199.25420338818205
2022,Census Tract 2513,4915.0,17031251300,251300,25,1.0,100120.0,0.0490910906911706,AUSTIN,199.25420338818205
2022,Census Tract 513,3077.0,17031051300,51300,5,1.0,35814.0,0.0859161221868543,NORTH CENTER,57.05416783863191
2022,Census Tract 6007,2870.0,17031600700,600700,60,1.0,33221.0,0.0863911381355166,BRIDGEPORT,58.29151926539481
2022,Census Tract 6009,3733.0,17031600900,600900,60,1.0,33221.0,0.1123686824598898,BRIDGEPORT,58.29151926539481
2022,Census Tract 6720,3295.0,17031672000,672000,67,1.0,25772.0,0.1278519323296601,WEST ENGLEWOOD,87.94769193108257
2022,Census Tract 7109,2151.0,17031710900,710900,71,1.0,46468.0,0.0462899199449083,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7110,3779.0,17031711000,711000,71,1.0,46468.0,0.081324782646122,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7111,2808.0,17031711100,711100,71,1.0,46468.0,0.0604286821038133,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7112,4869.0,17031711200,711200,71,1.0,46468.0,0.1047817853146251,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7115,2628.0,17031711500,711500,71,1.0,46468.0,0.0565550486356202,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7113,1618.0,17031711300,711300,71,1.0,46468.0,0.0348196608418696,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 7114,2728.0,17031711400,711400,71,1.0,46468.0,0.0587070672290608,AUBURN GRESHAM,105.06535358129682
2022,Census Tract 2705,1380.0,17031270500,270500,27,1.0,19901.0,0.0693432490829606,EAST GARFIELD PARK,53.88322083574582
2022,Census Tract 2712,1384.0,17031271200,271200,27,1.0,19901.0,0.0695442440078388,EAST GARFIELD PARK,53.88322083574582
2022,Census Tract 2713,964.0,17031271300,271300,27,1.0,19901.0,0.0484397768956333,EAST GARFIELD PARK,53.88322083574582
2022,Census Tract 2714,1359.0,17031271400,271400,27,1.0,19901.0,0.0682880257273503,EAST GARFIELD PARK,53.88322083574582
2022,Census Tract 3501,2439.0,17031350100,350100,35,1.0,21355.0,0.114212128307188,DOUGLAS,46.004621149279
2022,Census Tract 3504,1777.0,17031350400,350400,35,1.0,21355.0,0.0832123624443924,DOUGLAS,46.004621149279
2022,Census Tract 3510,3526.0,17031351000,351000,35,1.0,21355.0,0.1651135565441348,DOUGLAS,46.004621149279
2022,Census Tract 3514,1569.0,17031351400,351400,35,1.0,21355.0,0.0734722547412783,DOUGLAS,46.004621149279
2022,Census Tract 3602,1672.0,17031360200,360200,36,1.0,6977.0,0.2396445463666332,OAKLAND,16.913961037490527
2022,Census Tract 4304,2999.0,17031430400,430400,43,1.0,54974.0,0.0545530614472296,SOUTH SHORE,81.81271638009841
2022,Census Tract 4306,2218.0,17031430600,430600,43,1.0,54974.0,0.0403463455451668,SOUTH SHORE,81.81271638009841
2022,Census Tract 4308,2016.0,17031430800,430800,43,1.0,54974.0,0.0366718812529559,SOUTH SHORE,81.81271638009841
2022,Census Tract 4305,3882.0,17031430500,430500,43,1.0,54974.0,0.070615199912686,SOUTH SHORE,81.81271638009841
2022,Census Tract 4309,1681.0,17031430900,430900,43,1.0,54974.0,0.0305780914614181,SOUTH SHORE,81.81271638009841
2022,Census Tract 6103,5670.0,17031610300,610300,61,1.0,41048.0,0.1381309686221009,NEW CITY,134.6369632279751
2022,Census Tract 6810,2297.0,17031681000,681000,68,1.0,21378.0,0.107446908036299,ENGLEWOOD,85.65232306609218
2022,Census Tract 6811,1932.0,17031681100,681100,68,1.0,21378.0,0.0903732809430255,ENGLEWOOD,85.65232306609218
2022,Census Tract 6805,1474.0,17031680500,680500,68,1.0,21378.0,0.068949387220507,ENGLEWOOD,85.65232306609218
2022,Census Tract 6809,3560.0,17031680900,680900,68,1.0,21378.0,0.1665263354850781,ENGLEWOOD,85.65232306609218
2022,Census Tract 7201,3370.0,17031720100,720100,72,1.0,19781.0,0.1703655022496334,BEVERLY,88.7793639211539
2022,Census Tract 7202,4097.0,17031720200,720200,72,1.0,19781.0,0.2071179414589757,BEVERLY,88.7793639211539
2022,Census Tract 7203,3614.0,17031720300,720300,72,1.0,19781.0,0.1827005712552449,BEVERLY,88.7793639211539
2022,Census Tract 7204,1872.0,17031720400,720400,72,1.0,19781.0,0.0946362671250189,BEVERLY,88.7793639211539
2022,Census Tract 7205,1833.0,17031720500,720500,72,1.0,19781.0,0.092664678226581,BEVERLY,88.7793639211539
2022,Census Tract 7206,1860.0,17031720600,720600,72,1.0,19781.0,0.094029624387038,BEVERLY,88.7793639211539
2022,Census Tract 7207,3135.0,17031720700,720700,72,1.0,19781.0,0.1584854152975077,BEVERLY,88.7793639211539
2022,Census Tract 406,2785.0,17031040600,40600,4,1.0,42271.0,0.0658844124813702,LINCOLN SQUARE,71.35232822594875
2022,Census Tract 407,3749.0,17031040700,40700,4,1.0,42271.0,0.0886896453833597,LINCOLN SQUARE,71.35232822594875
2022,Census Tract 408,1577.0,17031040800,40800,4,1.0,42271.0,0.0373069007120721,LINCOLN SQUARE,71.35232822594875
2022,Census Tract 3801,1928.0,17031380100,380100,38,1.0,24813.0,0.0777012050135009,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3802,1723.0,17031380200,380200,38,1.0,24813.0,0.0694394067625841,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 4312,2399.0,17031431200,431200,43,1.0,54974.0,0.043638811074326,SOUTH SHORE,81.81271638009841
2022,Census Tract 4314,7565.0,17031431400,431400,43,1.0,54974.0,0.1376105067850256,SOUTH SHORE,81.81271638009841
2022,Census Tract 501,2513.0,17031050100,50100,5,1.0,35814.0,0.0701680906907913,NORTH CENTER,57.05416783863191
2022,Census Tract 6108,1521.0,17031610800,610800,61,1.0,41048.0,0.0370541804716429,NEW CITY,134.6369632279751
2022,Census Tract 6113,3409.0,17031611300,611300,61,1.0,41048.0,0.0830491132332878,NEW CITY,134.6369632279751
2022,Census Tract 6114,3587.0,17031611400,611400,61,1.0,41048.0,0.0873854999025531,NEW CITY,134.6369632279751
2022,Census Tract 6115,3273.0,17031611500,611500,61,1.0,41048.0,0.0797359189241863,NEW CITY,134.6369632279751
2022,Census Tract 6119,1559.0,17031611900,611900,61,1.0,41048.0,0.0379799259403625,NEW CITY,134.6369632279751
2022,Census Tract 6812,1883.0,17031681200,681200,68,1.0,21378.0,0.0880812049770792,ENGLEWOOD,85.65232306609218
2022,Census Tract 6912,1984.0,17031691200,691200,69,1.0,28991.0,0.068435031561519,GREATER GRAND CROSSING,98.85316769023828
2022,Census Tract 6911,2883.0,17031691100,691100,69,1.0,28991.0,0.0994446552378324,GREATER GRAND CROSSING,98.85316769023828
2022,Census Tract 7301,2669.0,17031730100,730100,73,1.0,26456.0,0.1008844874508618,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 7303,1042.0,17031730300,730300,73,1.0,26456.0,0.0393861505896583,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 7304,4070.0,17031730400,730400,73,1.0,26456.0,0.1538403386755367,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 7305,4053.0,17031730500,730500,73,1.0,26456.0,0.1531977623223465,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 7306,3570.0,17031730600,730600,73,1.0,26456.0,0.1349410341699425,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 3812,1906.0,17031381200,381200,38,1.0,24813.0,0.0768145730060855,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3814,1615.0,17031381400,381400,38,1.0,24813.0,0.0650868496352718,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3817,0.0,17031381700,381700,38,1.0,24813.0,0.0,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 4403,4650.0,17031440300,440300,44,1.0,31341.0,0.1483679525222551,CHATHAM,82.32067029535114
2022,Census Tract 6120,1317.0,17031612000,612000,61,1.0,41048.0,0.0320843890079906,NEW CITY,134.6369632279751
2022,Census Tract 6121,1018.0,17031612100,612100,61,1.0,41048.0,0.0248002338725394,NEW CITY,134.6369632279751
2022,Census Tract 6201,4798.0,17031620100,620100,62,1.0,18366.0,0.2612436023086137,WEST ELSDON,32.71109141959873
2022,Census Tract 6202,1948.0,17031620200,620200,62,1.0,18366.0,0.1060655559185451,WEST ELSDON,32.71109141959873
2022,Census Tract 6203,7080.0,17031620300,620300,62,1.0,18366.0,0.3854949362953283,WEST ELSDON,32.71109141959873
2022,Census Tract 6204,4540.0,17031620400,620400,62,1.0,18366.0,0.2471959054775128,WEST ELSDON,32.71109141959873
2022,Census Tract 7307,2288.0,17031730700,730700,73,1.0,26456.0,0.086483217417599,WASHINGTON HEIGHTS,79.63575286171745
2022,Census Tract 7401,3075.0,17031740100,740100,74,1.0,19121.0,0.1608179488520474,MOUNT GREENWOOD,75.58429000631087
2022,Census Tract 7402,6473.0,17031740200,740200,74,1.0,19121.0,0.3385283196485539,MOUNT GREENWOOD,75.58429000631087
2022,Census Tract 7403,5043.0,17031740300,740300,74,1.0,19121.0,0.2637414361173579,MOUNT GREENWOOD,75.58429000631087
2022,Census Tract 7404,4530.0,17031740400,740400,74,1.0,19121.0,0.2369122953820407,MOUNT GREENWOOD,75.58429000631087
2022,Census Tract 3818,1483.0,17031381800,381800,38,1.0,24813.0,0.059767057590779,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3819,1348.0,17031381900,381900,38,1.0,24813.0,0.0543263611816386,GRAND BOULEVARD,48.49250314605212
2022,Census Tract 3901,1854.0,17031390100,390100,39,1.0,18637.0,0.0994795299672694,KENWOOD,29.071741922715727
2022,Census Tract 3902,2178.0,17031390200,390200,39,1.0,18637.0,0.1168643021945592,KENWOOD,29.071741922715727
2022,Census Tract 3903,2664.0,17031390300,390300,39,1.0,18637.0,0.1429414605354939,KENWOOD,29.071741922715727
2022,Census Tract 3904,2289.0,17031390400,390400,39,1.0,18637.0,0.1228201963835381,KENWOOD,29.071741922715727
2022,Census Tract 3905,1766.0,17031390500,390500,39,1.0,18637.0,0.0947577399796104,KENWOOD,29.071741922715727
2022,Census Tract 3906,1824.0,17031390600,390600,39,1.0,18637.0,0.0978698288351129,KENWOOD,29.071741922715727
2022,Census Tract 3907,6062.0,17031390700,390700,39,1.0,18637.0,0.3252669421044159,KENWOOD,29.071741922715727
2022,Census Tract 4406,1612.0,17031440600,440600,44,1.0,31341.0,0.0514342235410484,CHATHAM,82.32067029535114
2022,Census Tract 4409,2377.0,17031440900,440900,44,1.0,31341.0,0.0758431447624517,CHATHAM,82.32067029535114
2022,Census Tract 4407,1453.0,17031440700,440700,44,1.0,31341.0,0.0463609967773842,CHATHAM,82.32067029535114
2022,Census Tract 4408,1877.0,17031440800,440800,44,1.0,31341.0,0.0598896014804888,CHATHAM,82.32067029535114
2022,Census Tract 6303,4167.0,17031630300,630300,63,1.0,34788.0,0.1197826836840289,GAGE PARK,61.28489610145672
2022,Census Tract 6305,5989.0,17031630500,630500,63,1.0,34788.0,0.1721570656548235,GAGE PARK,61.28489610145672
2022,Census Tract 6308,6361.0,17031630800,630800,63,1.0,34788.0,0.182850408186731,GAGE PARK,61.28489610145672
2022,Census Tract 6309,4856.0,17031630900,630900,63,1.0,34788.0,0.1395883638036104,GAGE PARK,61.28489610145672
2022,Census Tract 6401,1348.0,17031640100,640100,64,1.0,24728.0,0.0545131025558071,CLEARING,71.14519236904174
2022,Census Tract 6403,6897.0,17031640300,640300,64,1.0,24728.0,0.2789145907473309,CLEARING,71.14519236904174
2022,Census Tract 7501,3636.0,17031750100,750100,75,1.0,20718.0,0.1754995655951346,MORGAN PARK,91.877340681314
2022,Census Tract 7502,3141.0,17031750200,750200,75,1.0,20718.0,0.1516072980017376,MORGAN PARK,91.877340681314
2022,Census Tract 7503,2546.0,17031750300,750300,75,1.0,20718.0,0.1228883096824017,MORGAN PARK,91.877340681314
2022,Census Tract 7504,2790.0,17031750400,750400,75,1.0,20718.0,0.1346655082536924,MORGAN PARK,91.877340681314
2022,Census Tract 7505,4761.0,17031750500,750500,75,1.0,20718.0,0.2298001737619461,MORGAN PARK,91.877340681314
2022,Census Tract 2827,2243.0,17031282700,282700,28,1.0,65581.0,0.0342019792317896,NEAR WEST SIDE,158.49246652347665
2022,Census Tract 2828,1498.0,17031282800,282800,28,1.0,65581.0,0.0228419816715207,NEAR WEST SIDE,158.49246652347665
2022,Census Tract 4003,1361.0,17031400300,400300,40,1.0,12366.0,0.1100598415008895,WASHINGTON PARK,42.37388147613499
2022,Census Tract 4005,2634.0,17031400500,400500,40,1.0,12366.0,0.2130033964095099,WASHINGTON PARK,42.37388147613499
2022,Census Tract 4008,2768.0,17031400800,400800,40,1.0,12366.0,0.2238395600841015,WASHINGTON PARK,42.37388147613499
2022,Census Tract 4101,2251.0,17031410100,410100,41,1.0,29559.0,0.0761527791873879,HYDE PARK,45.10538016450888
2022,Census Tract 4105,3405.0,17031410500,410500,41,1.0,29559.0,0.1151933421293007,HYDE PARK,45.10538016450888
2022,Census Tract 4106,2249.0,17031410600,410600,41,1.0,29559.0,0.0760851178997936,HYDE PARK,45.10538016450888
2022,Census Tract 4601,2650.0,17031460100,460100,46,1.0,30315.0,0.0874154708889988,SOUTH CHICAGO,93.2721849914544
2022,Census Tract 4503,3461.0,17031450300,450300,45,1.0,9647.0,0.3587643827096506,AVALON PARK,34.852737729948345
2022,Census Tract 4602,1880.0,17031460200,460200,46,1.0,30315.0,0.0620155038759689,SOUTH CHICAGO,93.2721849914544
2022,Census Tract 6404,3309.0,17031640400,640400,64,1.0,24728.0,0.1338159171789065,CLEARING,71.14519236904174
2022,Census Tract 6405,4132.0,17031640500,640500,64,1.0,24728.0,0.1670980265286315,CLEARING,71.14519236904174
2022,Census Tract 6406,4427.0,17031640600,640600,64,1.0,24728.0,0.1790278227110967,CLEARING,71.14519236904174
2022,Census Tract 6407,3110.0,17031640700,640700,64,1.0,24728.0,0.1257683597541248,CLEARING,71.14519236904174
2022,Census Tract 6408,1505.0,17031640800,640800,64,1.0,24728.0,0.0608621805241022,CLEARING,71.14519236904174
2022,Census Tract 6501,4622.0,17031650100,650100,65,1.0,32594.0,0.1418052402282628,WEST LAWN,82.3153016672832
